company_name,ticker,esg_score,risk_level,page_number
"INESA Intelligent Tech, Inc.",SHG:600602,26.9,Medium ESG Risk,605
Infant Bacterial Therapeutics AB,OME:IBT.B,33.3,High ESG Risk,605
Infibeam Avenues Ltd.,BOM:539807,24.2,Medium ESG Risk,605
Inficon Holding AG,SWX:IFCN,11.1,Low ESG Risk,605
Infineon Technologies AG,ETR:IFX,13.1,Low ESG Risk,605
Infinera Corp.,NAS:INFN,17.9,Low ESG Risk,605
Info Edge India Ltd.,BOM:532777,18.9,Low ESG Risk,605
Infocom Corp.,-,20.3,Medium ESG Risk,605
Infomart Corp.,TKS:2492,25.6,Medium ESG Risk,605
Infomedia Ltd.,ASX:IFM,18.2,Low ESG Risk,605
"Infor, Inc.",-,19.7,Low ESG Risk,606
"Infore Environment Technology Group Co., Ltd.",SHE:000967,36.4,High ESG Risk,606
Informa Plc,LON:INF,9.3,Negligible ESG Risk,606
"Informatica, Inc. (California)",NYS:INFA,17.5,Low ESG Risk,606
"Information Services Group, Inc.",NAS:III,26.5,Medium ESG Risk,606
"Infortrend Technology, Inc.",TAI:2495,22.7,Medium ESG Risk,606
Infosys Ltd.,BOM:500209,14,Low ESG Risk,606
Infrastrutture Wireless Italiane SpA,MIL:INW,18.2,Low ESG Risk,606
Infratil Ltd.,NZE:IFT,8.5,Negligible ESG Risk,606
Infrea AB,OME:INFREA,40.8,Severe ESG Risk,606
"INFRONEER Holdings, Inc.",TKS:5076,47.2,Severe ESG Risk,607
"InfuSystem Holdings, Inc.",ASE:INFU,22.2,Medium ESG Risk,607
ING Bank Slaski SA,WAR:ING,13.9,Low ESG Risk,607
ING Groep NV,AMS:INGA,17.2,Low ESG Risk,607
ING-DiBa AG,-,24.7,Medium ESG Risk,607
Ingenia Communities Group,ASX:INA,13.4,Low ESG Risk,607
"Ingenic Semiconductor Co., Ltd.",SHE:300223,25.7,Medium ESG Risk,607
"Ingersoll Rand, Inc.",NYS:IR,10.2,Low ESG Risk,607
Ingersoll-Rand (India) Ltd.,BOM:500210,23.4,Medium ESG Risk,607
Ingevity Corp.,NYS:NGVT,22.9,Medium ESG Risk,607
Inghams Group Ltd.,ASX:ING,28.6,Medium ESG Risk,608
"Ingles Markets, Inc.",NAS:IMKTA,25.6,Medium ESG Risk,608
"Ingredion, Inc.",NYS:INGR,28.7,Medium ESG Risk,608
"Inhibrx, Inc.",-,27.9,Medium ESG Risk,608
"INKON Life Technology Co., Ltd.",SHE:300143,34.1,High ESG Risk,608
Inmobiliaria Colonial SOCIMI SA,MCE:COL,5.3,Negligible ESG Risk,608
InMode Ltd.,NAS:INMD,28.2,Medium ESG Risk,608
"Inmyshow Digital Technology (Group) Co., Ltd.",SHG:600556,21.9,Medium ESG Risk,608
Inner Mongolia Baotou Steel Union Co. Ltd.,SHG:600010,66.4,Severe ESG Risk,608
"Inner Mongolia Dazhong Mining Co., Ltd.",SHE:001203,51.9,Severe ESG Risk,608
Inner Mongolia Dian Tou Energy Corp. Ltd.,SHE:002128,51,Severe ESG Risk,609
"Inner Mongolia ERDOS Resources Co., Ltd.",SHG:600295,48.6,Severe ESG Risk,609
"Inner Mongolia Junzheng Energy & Chemical Group Co., Ltd.",SHG:601216,35,High ESG Risk,609
Inner Mongolia Mengdian Huaneng Thermal Power Corp. Ltd.,SHG:600863,52.9,Severe ESG Risk,609
"Inner Mongolia Ojing Science & Technology Co., Ltd.",SHE:001269,40.9,Severe ESG Risk,609
"Inner Mongolia Xingye Silver & Tin Mining Co., Ltd.",SHE:000426,55.8,Severe ESG Risk,609
"Inner Mongolia Yili Industrial Group Co., Ltd.",SHG:600887,31.2,High ESG Risk,609
"Inner Mongolia Yitai Coal Co., Ltd.",SHG:900948,50.2,Severe ESG Risk,609
"Inner Mongolia Yuan Xing Energy Co., Ltd.",SHE:000683,37.5,High ESG Risk,609
"Innergex Renewable Energy, Inc.",TSE:INE,17.1,Low ESG Risk,609
INNIO Group Holding GmbH,-,9.3,Negligible ESG Risk,610
InnoCare Pharma Ltd.,HKG:9969,30.4,High ESG Risk,610
"Innocean Worldwide, Inc.",KRX:214320,18.3,Low ESG Risk,610
"Innodata, Inc.",NAS:INOD,23.8,Medium ESG Risk,610
Innodisk Corp.,ROCO:5289,16.6,Low ESG Risk,610
Innolux Corp.,TAI:3481,15.1,Low ESG Risk,610
"Innospec, Inc.",NAS:IOSP,23.9,Medium ESG Risk,610
InnovAge Holding Corp.,NAS:INNV,26.6,Medium ESG Risk,610
INNOVATE Corp.,NYS:VATE,44.4,Severe ESG Risk,610
"Innovation New Material Technology Co., Ltd.",SHG:600361,29,Medium ESG Risk,610
"Innovative Industrial Properties, Inc.",NYS:IIPR,18.6,Low ESG Risk,611
"Innovent Biologics, Inc.",HKG:1801,29.3,Medium ESG Risk,611
"Innoviva, Inc.",NAS:INVA,30.2,High ESG Risk,611
"INNOX Advanced Materials Co., Ltd.",KRX:272290,22.3,Medium ESG Risk,611
"Innuovo Technology Co., Ltd.",SHE:000795,56.8,Severe ESG Risk,611
"Inogen, Inc.",NAS:INGN,22.4,Medium ESG Risk,611
Inox Wind Ltd.,BOM:539083,28.3,Medium ESG Risk,611
"Inozyme Pharma, Inc.",NAS:INZY,33.1,High ESG Risk,611
INPEX Corp.,TKS:1605,33.6,High ESG Risk,611
InPost SA,AMS:INPST,16.1,Low ESG Risk,611
InRetail Perú Corp.,LIM:INRETC1,17.6,Low ESG Risk,612
"Inscobee, Inc.",KRX:006490,39.8,High ESG Risk,612
"Insight Enterprises, Inc.",NAS:NSIT,11.1,Low ESG Risk,612
Insignia Financial Ltd.,ASX:IFL,31,High ESG Risk,612
"Insmed, Inc.",NAS:INSM,25.7,Medium ESG Risk,612
"insource Co., Ltd.",TKS:6200,13.3,Low ESG Risk,612
"Insperity, Inc.",NYS:NSP,12.4,Low ESG Risk,612
"Inspire Medical Systems, Inc.",NYS:INSP,33.5,High ESG Risk,612
"Inspired Entertainment, Inc.",NAS:INSE,27.1,Medium ESG Risk,612
Instalco AB,OME:INSTAL,16.2,Low ESG Risk,612
"Installed Building Products, Inc.",NYS:IBP,20.3,Medium ESG Risk,613
"Insteel Industries, Inc.",NYS:IIIN,30.9,High ESG Risk,613
Instituto de Crédito Oficial,-,8.6,Negligible ESG Risk,613
Instone Real Estate Group SE,ETR:INS,10,Low ESG Risk,613
"Instructure Holdings, Inc.",NYS:INST,25,Medium ESG Risk,613
Insulet Corp.,NAS:PODD,21.4,Medium ESG Risk,613
"INSUN Environmental New Technology Co., Ltd.",KRX:060150,27.2,Medium ESG Risk,613
Insurance Australia Group Ltd.,ASX:IAG,21.3,Medium ESG Risk,613
Intact Financial Corp.,TSE:IFC,19.5,Low ESG Risk,613
"INTAGE HOLDINGS, Inc.",TKS:4326,19.5,Low ESG Risk,613
"Intapp, Inc.",NAS:INTA,23.4,Medium ESG Risk,614
"Intco Medical Technology Co., Ltd.",SHE:300677,17.8,Low ESG Risk,614
Integer Holdings Corp.,NYS:ITGR,25.6,Medium ESG Risk,614
Integra LifeSciences Holdings Corp.,NAS:IART,22.8,Medium ESG Risk,614
Integrafin Holdings Plc,LON:IHP,20.6,Medium ESG Risk,614
Integral Ad Science Holding Corp.,NAS:IAS,22.4,Medium ESG Risk,614
Integral Diagnostics Ltd.,ASX:IDX,16.6,Low ESG Risk,614
"Integrated Design & Engineering Holdings Co., Ltd.",TKS:9161,35.6,High ESG Risk,614
Integrated Holding Co. KCSC,KUW:INTEGRATED,28.8,Medium ESG Risk,614
Integrated Team Solutions PCH Partnership,-,34.9,High ESG Risk,614
Intel Corp.,NAS:INTC,15.3,Low ESG Risk,615
Intelbras SA Indústria de Telecomunicação Eletrônica Brasileir,BSP:INTB3,20.9,Medium ESG Risk,615
Intellect Design Arena Ltd.,BOM:538835,24,Medium ESG Risk,615
"Intellia Therapeutics, Inc.",NAS:NTLA,26.9,Medium ESG Risk,615
"Intellian Technologies, Inc.",KRX:189300,23.1,Medium ESG Risk,615
Inter Cars SA,WAR:CAR,11.5,Low ESG Risk,615
"Inter Parfums, Inc.",NAS:IPAR,33.9,High ESG Risk,615
Inter-American Development Bank,-,7.2,Negligible ESG Risk,615
Inter-American Investment Corp.,-,8.6,Negligible ESG Risk,615
"Interactive Brokers Group, Inc.",NAS:IBKR,26.9,Medium ESG Risk,615
InterCement Portugal SA,-,39.4,High ESG Risk,616
"Intercept Pharmaceuticals, Inc.",-,27.2,Medium ESG Risk,616
Interchile SA,-,29.1,Medium ESG Risk,616
Interconexion Eléctrica SA ESP,BOG:ISA,17.9,Low ESG Risk,616
"Intercontinental Exchange, Inc.",NYS:ICE,18.6,Low ESG Risk,616
InterContinental Hotels Group Plc,LON:IHG,16.4,Low ESG Risk,616
"Intercorp Financial Services, Inc.",LIM:IFS,29.8,Medium ESG Risk,616
Intercorp Peru Ltd.,-,20.6,Medium ESG Risk,616
Intercos SpA,MIL:ICOS,29.6,Medium ESG Risk,616
"InterDigital, Inc.",NAS:IDCC,21.7,Medium ESG Risk,616
"Interface, Inc.",NAS:TILE,18.9,Low ESG Risk,617
INTERFLEX Co. Ltd.,KRX:051370,27.6,Medium ESG Risk,617
Interfor Corp.,TSE:IFP,17.5,Low ESG Risk,617
InterGlobe Aviation Ltd.,BOM:539448,30.5,High ESG Risk,617
Intermediate Capital Group Plc,LON:ICG,13,Low ESG Risk,617
International Bancshares Corp.,NAS:IBOC,27.9,Medium ESG Risk,617
International Bank for Reconstruction & Development,-,10.5,Low ESG Risk,617
International Bank of Azerbaijan OJSC,-,34.4,High ESG Risk,617
International Business Machines Corp.,NYS:IBM,13.3,Low ESG Risk,617
International Consolidated Airlines Group SA,LON:IAG,24.8,Medium ESG Risk,617
"International Container Terminal Services, Inc.",PHS:ICT,16,Low ESG Risk,618
International CSRC Investment Holdings Co. Ltd.,TAI:2104,33.3,High ESG Risk,618
International Distributions Services plc,LON:IDS,15.6,Low ESG Risk,618
International Finance Corp.,-,7.8,Negligible ESG Risk,618
International Finance Facility for Immunisation Co.,-,20,Low ESG Risk,618
"International Flavors & Fragrances, Inc.",NYS:IFF,23.2,Medium ESG Risk,618
International Game Technology PLC,NYS:IGT,15.9,Low ESG Risk,618
"International Games System Co., Ltd.",ROCO:3293,14.1,Low ESG Risk,618
International Holding Co. PJSC,ADS:IHC,39,High ESG Risk,618
"International Money Express, Inc.",NAS:IMXI,33.6,High ESG Risk,618
International Paper Co.,NYS:IP,23.4,Medium ESG Risk,619
International Personal Finance Plc,LON:IPF,17.5,Low ESG Risk,619
International Petroleum Corp.,TSE:IPCO,37.1,High ESG Risk,619
International Public Partnerships Limited,LON:INPP,30,Medium ESG Risk,619
"International Seaways, Inc.",NYS:INSW,41.9,Severe ESG Risk,619
"Internet Initiative Japan, Inc.",TKS:3774,22.8,Medium ESG Risk,619
Interparfums,PAR:ITP,25,Medium ESG Risk,619
Interpipe Holdings Plc,-,36.9,High ESG Risk,619
"Interpublic Group of Cos., Inc.",NYS:IPG,8.7,Negligible ESG Risk,619
Interpump Group SpA,MIL:IP,25,Medium ESG Risk,619
InterRent Real Estate Investment Trust,TSE:IIP.UT,16.5,Low ESG Risk,620
Interroll Holding AG,SWX:INRN,18.9,Low ESG Risk,620
Intershop Holding AG,SWX:ISN,12.3,Low ESG Risk,620
Interstate Power & Light Co.,-,29.1,Medium ESG Risk,620
Intertek Group Plc,LON:ITRK,15.9,Low ESG Risk,620
Intervest Offices & Warehouses SA,-,10.6,Low ESG Risk,620
Intesa Sanpaolo SpA,MIL:ISP,8.5,Negligible ESG Risk,620
inTEST Corp.,ASE:INTT,19.7,Low ESG Risk,620
"Intevac, Inc.",NAS:IVAC,19.8,Low ESG Risk,620
"Intops Co., Ltd.",KRX:049070,27.4,Medium ESG Risk,620
Intouch Holdings Public Co. Ltd.,BKK:INTUCH,27.6,Medium ESG Risk,621
"Intra-Cellular Therapies, Inc.",NAS:ITCI,33.9,High ESG Risk,621
INTRALOT SA,ATH:INLOT,26.1,Medium ESG Risk,621
"Intrepid Potash, Inc.",NYS:IPI,38.6,High ESG Risk,621
"iNtRON Biotechnology, Inc.",KRX:048530,28.6,Medium ESG Risk,621
Intron Technology Holdings Ltd.,HKG:1760,23.5,Medium ESG Risk,621
Intrum AB,OME:INTRUM,12.8,Low ESG Risk,621
"Intuit, Inc.",NAS:INTU,16.9,Low ESG Risk,621
"Intuitive Surgical, Inc.",NAS:ISRG,19.5,Low ESG Risk,621
"Inui Global Logistics Co., Ltd.",TKS:9308,22.4,Medium ESG Risk,621
Inventec Corp.,TAI:2356,17.2,Low ESG Risk,622
InvenTrust Properties Corp.,NYS:IVT,12.6,Low ESG Risk,622
Inversiones Aguas Metropolitanas SA,SGO:IAM,32,High ESG Risk,622
Inversiones Atlantida SA,-,36.2,High ESG Risk,622
Inversiones CMPC SA,-,18.5,Low ESG Risk,622
Inversiones La Construccion SA,SGO:ILC,11.2,Low ESG Risk,622
Invesco Ltd.,NYS:IVZ,21.1,Medium ESG Risk,622
"Invesco Mortgage Capital, Inc.",NYS:IVR,17.5,Low ESG Risk,622
InvestCo Holding AS,IST:INVES.E,39.6,High ESG Risk,622
Investec Plc,LON:INVP,14.4,Low ESG Risk,622
Investis Holding SA,SWX:IREN,26,Medium ESG Risk,623
Investitionsbank Berlin,-,12.7,Low ESG Risk,623
Investitionsbank des Landes Brandenburg,-,27.4,Medium ESG Risk,623
Investitionsbank Schleswig-Holstein,-,17.2,Low ESG Risk,623
Investment AB Latour,OME:LATO.B,16.6,Low ESG Risk,623
Investment AB Öresund,OME:ORES,14.5,Low ESG Risk,623
Investment Energy Resources Ltd.,-,28.3,Medium ESG Risk,623
Investor AB,OME:INVE.B,9.9,Negligible ESG Risk,623
Investore Property Ltd.,NZE:IPL,16.5,Low ESG Risk,623
Investors Title Co.,NAS:ITIC,29.4,Medium ESG Risk,623
Invincible Investment Corp.,TKS:8963,18.3,Low ESG Risk,624
INVISIO AB,OME:IVSO,16,Low ESG Risk,624
Invitae Corp.,-,28,Medium ESG Risk,624
"Invitation Homes, Inc.",NYS:INVH,16,Low ESG Risk,624
Inwido AB,OME:INWI,23.7,Medium ESG Risk,624
Iochpe-Maxion SA,BSP:MYPK3,17.4,Low ESG Risk,624
IOI Corp. Bhd.,KLS:1961,21.9,Medium ESG Risk,624
IOI Properties Group Bhd.,KLS:5249,13.1,Low ESG Risk,624
Ion Exchange (India) Ltd.,BOM:500214,29.4,Medium ESG Risk,624
ioneer Ltd.,ASX:INR,41.9,Severe ESG Risk,624
"Ionis Pharmaceuticals, Inc.",NAS:IONS,26.9,Medium ESG Risk,625
"IonQ, Inc.",NYS:IONQ,20,Medium ESG Risk,625
"Iovance Biotherapeutics, Inc.",NAS:IOVA,28.2,Medium ESG Risk,625
IP Group Plc,LON:IPO,13.7,Low ESG Risk,625
Ipca Laboratories Ltd.,BOM:524494,30.8,High ESG Risk,625
Ipek Dogal Enerji Kaynaklari Arastirma ve Üretim AS,IST:IPEKE.E,49.8,Severe ESG Risk,625
IPG Photonics Corp.,NAS:IPGP,10.7,Low ESG Risk,625
IPH Ltd.,ASX:IPH,23.3,Medium ESG Risk,625
Ipoteka-Bank,-,34.8,High ESG Risk,625
Ipsen SA,PAR:IPN,22.8,Medium ESG Risk,625
Ipsos SA,PAR:IPS,19.8,Low ESG Risk,626
"iQIYI, Inc.",NAS:IQ,20.1,Medium ESG Risk,626
"IQVIA Holdings, Inc.",NYS:IQV,16.1,Low ESG Risk,626
IR Japan Holdings Ltd.,TKS:6035,21.3,Medium ESG Risk,626
IRadimed Corp.,NAS:IRMD,30.1,High ESG Risk,626
IRB Brasil Resseguros SA,BSP:IRBR3,35.4,High ESG Risk,626
IRB Infrastructure Developers Ltd.,BOM:532947,34.4,High ESG Risk,626
IRB InvIT Fund,BOM:540526,23.1,Medium ESG Risk,626
IRCON International Ltd.,BOM:541956,38.3,High ESG Risk,626
Iren SpA,MIL:IRE,18.2,Low ESG Risk,626
Iress Ltd.,ASX:IRE,17.5,Low ESG Risk,627
"iRhythm Technologies, Inc.",NAS:IRTC,27.4,Medium ESG Risk,627
"Irico Display Devices Co., Ltd.",SHG:600707,28,Medium ESG Risk,627
"Iridium Communications, Inc.",NAS:IRDM,24.9,Medium ESG Risk,627
Irish Continental Group Plc,DUB:IR5B,22.5,Medium ESG Risk,627
Irish Residential Properties REIT Plc,DUB:IRES,14.3,Low ESG Risk,627
"IRISO Electronics Co., Ltd.",TKS:6908,23.4,Medium ESG Risk,627
IRLAB Therapeutics AB,OME:IRLAB.A,36,High ESG Risk,627
iRobot Corp.,NAS:IRBT,24.5,Medium ESG Risk,627
"Iron Force Industrial Co., Ltd.",TAI:2228,21.5,Medium ESG Risk,627
"Iron Mountain, Inc.",NYS:IRM,14.1,Low ESG Risk,628
"Ironwood Pharmaceuticals, Inc.",NAS:IRWD,18.9,Low ESG Risk,628
"IRPC Public Co., Ltd.",BKK:IRPC,32.4,High ESG Risk,628
"IS DONGSEO Co., Ltd.",KRX:010780,24.6,Medium ESG Risk,628
Is Finansal Kiralama AS,IST:ISFIN.E,27.5,Medium ESG Risk,628
Is Gayrimenkul Yatirim Ortakligi AS,IST:ISGYO.E,17.5,Low ESG Risk,628
Is Yatirim Menkul Degerler AS,IST:ISMEN.E,31.7,High ESG Risk,628
"ISC Co., Ltd.",KRX:095340,25.6,Medium ESG Risk,628
"Iseki & Co., Ltd.",TKS:6310,23.8,Medium ESG Risk,628
Isetan Mitsukoshi Holdings Ltd.,TKS:3099,24.8,Medium ESG Risk,628
ISGEC Heavy Engineering Ltd.,BOM:533033,32,High ESG Risk,629
ISHIHARA SANGYO KAISHA LTD.,TKS:4028,38.3,High ESG Risk,629
Iskenderun Demir ve Çelik AS,IST:ISDMR.E,29.1,Medium ESG Risk,629
Íslandsbanki hf,ICE:ISB,27.1,Medium ESG Risk,629
Isofol Medical AB,OME:ISOFOL,34.1,High ESG Risk,629
"ispace, Inc.",TKS:9348,43.4,Severe ESG Risk,629
Isracard Ltd.,TAE:ISCD,19.7,Low ESG Risk,629
Israel Canada (T.R) Ltd.,TAE:ISCN,21.4,Medium ESG Risk,629
Israel Corp. Ltd.,TAE:ILCO,52.1,Severe ESG Risk,629
Israel Discount Bank Ltd.,TAE:DSCT,24.1,Medium ESG Risk,629
Israel Electric Corp. Ltd.,-,29.6,Medium ESG Risk,630
Isras Investment Co. Ltd.,TAE:ISRS,23.9,Medium ESG Risk,630
Isrotel Ltd.,TAE:ISRO,36.4,High ESG Risk,630
ISS A/S,CSE:ISS,13.5,Low ESG Risk,630
"istyle, Inc.",TKS:3660,29.4,Medium ESG Risk,630
"ISU Petasys Co., Ltd.",KRX:007660,24.9,Medium ESG Risk,630
Isuzu Motors Ltd.,TKS:7202,25.9,Medium ESG Risk,630
ITAB Shop Concept AB,OME:ITAB,11.6,Low ESG Risk,630
Italgas SpA,MIL:IG,14.6,Low ESG Risk,630
"Italian-Thai Development Public Co., Ltd.",BKK:ITD,47.3,Severe ESG Risk,630
Italmobiliare SpA,MIL:ITM,9.1,Negligible ESG Risk,631
Italtile Ltd.,JSE:ITE,15.7,Low ESG Risk,631
Itaú Unibanco Holding SA,BSP:ITUB4,24.8,Medium ESG Risk,631
Itausa SA,BSP:ITSA4,14.7,Low ESG Risk,631
ITC Holdings Corp.,-,41.7,Severe ESG Risk,631
ITC Ltd.,BOM:500875,29.4,Medium ESG Risk,631
ITE Management LP,-,36,High ESG Risk,631
"ITE Tech, Inc.",TAI:3014,27.5,Medium ESG Risk,631
"iTeos Therapeutics, Inc.",NAS:ITOS,23,Medium ESG Risk,631
ITEQ Corp.,TAI:6213,17.9,Low ESG Risk,631
"Iteris, Inc.",NAS:ITI,14.2,Low ESG Risk,632
ITM Power Plc,LON:ITM,26.9,Medium ESG Risk,632
"ITM Semiconductor Co., Ltd.",KRX:084850,39.5,High ESG Risk,632
"ITO EN, LTD.",TKS:2593,30.9,High ESG Risk,632
ITOCHU Corp.,TKS:8001,34.8,High ESG Risk,632
"ITOCHU ENEX CO., LTD.",TKS:8133,32.1,High ESG Risk,632
"Itochu-Shokuhin Co., Ltd.",TKS:2692,16,Low ESG Risk,632
"Itoham Yonekyu Holdings, Inc.",TKS:2296,32.7,High ESG Risk,632
ITR Concession Co. LLC,-,12.3,Low ESG Risk,632
"Itron, Inc.",NAS:ITRI,12.2,Low ESG Risk,632
"ITT, Inc.",NYS:ITT,22.5,Medium ESG Risk,633
Ittihad International Ltd.,-,31.3,High ESG Risk,633
Ituran Location & Control Ltd.,NAS:ITRN,19.2,Low ESG Risk,633
ITV Plc,LON:ITV,10.2,Low ESG Risk,633
"Ivanhoé Cambridge, Inc.",-,17.3,Low ESG Risk,633
"Ivanhoe Electric, Inc.",ASE:IE,50.4,Severe ESG Risk,633
Ivanhoe Mines Ltd.,TSE:IVN,27.6,Medium ESG Risk,633
Iveco Group NV,MIL:IVG,19.2,Low ESG Risk,633
IVS Group SA,MIL:IVS,24,Medium ESG Risk,633
Iwatani Corp.,TKS:8088,26,Medium ESG Risk,633
IWG Plc,LON:IWG,8.6,Negligible ESG Risk,634
Izdemir Enerji Elektrik Üretim AS,IST:IZENR.E,28.7,Medium ESG Risk,634
Izmir Demir Celik Sanayi Anonim Sirketi,IST:IZMDC.E,46.8,Severe ESG Risk,634
"Izumi Co., Ltd.",TKS:8273,21.9,Medium ESG Risk,634
J Sainsbury Plc,LON:SBRY,19.1,Low ESG Risk,634
"J Trust Co., Ltd.",TKS:8508,31.2,High ESG Risk,634
"J-Oil Mills, Inc.",TKS:2613,25.4,Medium ESG Risk,634
"J. FRONT RETAILING Co., Ltd.",TKS:3086,18.3,Low ESG Risk,634
J. Kumar Infraprojects Ltd.,BOM:532940,36.4,High ESG Risk,634
J.B. Chemicals & Pharmaceuticals Ltd.,BOM:506943,27.2,Medium ESG Risk,634
"J.B. Hunt Transport Services, Inc.",NAS:JBHT,14.3,Low ESG Risk,635
"J.Jill, Inc.",NYS:JILL,17.7,Low ESG Risk,635
J.K. Cement Ltd.,BOM:532644,29.5,Medium ESG Risk,635
"J.S. Corrugating Machinery Co., Ltd.",SHE:000821,35.5,High ESG Risk,635
J&J Snack Foods Corp.,NAS:JJSF,37.4,High ESG Risk,635
"JA Solar Technology Co., Ltd.",SHE:002459,30.3,High ESG Risk,635
JAB Holding Co. SARL,-,4.2,Negligible ESG Risk,635
"Jabil, Inc.",NYS:JBL,9.5,Negligible ESG Risk,635
"JAC Recruitment Co., Ltd.",TKS:2124,11.5,Low ESG Risk,635
"JACCS Co., Ltd.",TKS:8584,28.4,Medium ESG Risk,635
"Jack Henry & Associates, Inc.",NAS:JKHY,18.7,Low ESG Risk,636
"Jack in the Box, Inc.",NAS:JACK,28.1,Medium ESG Risk,636
"Jackson Financial, Inc.",NYS:JXN,24.1,Medium ESG Risk,636
Jackson National Life Insurance Co.,-,22.7,Medium ESG Risk,636
"Jacobio Pharmaceuticals Group Co., Ltd.",HKG:1167,24.5,Medium ESG Risk,636
"Jacobs Engineering Group, Inc.",-,10.9,Low ESG Risk,636
"Jacobs Solutions, Inc.",NYS:J,23.5,Medium ESG Risk,636
Jacquet Metals SA,PAR:JCQ,28.1,Medium ESG Risk,636
"Jade Bird Fire Co., Ltd.",SHE:002960,26,Medium ESG Risk,636
"JAFCO Group Co., Ltd.",TKS:8595,31.2,High ESG Risk,636
"Jafron Biomedical Co., Ltd.",SHE:300529,31.1,High ESG Risk,637
Jaguar Land Rover Automotive Plc,-,16.6,Low ESG Risk,637
Jahez International Co. for Information Systems Technology,SAU:9526,35.1,High ESG Risk,637
"Jahwa Electronics Co., Ltd.",KRX:033240,30.2,High ESG Risk,637
Jain Irrigation Systems Ltd.,BOM:500219,26.2,Medium ESG Risk,637
Jaiprakash Power Ventures Ltd.,BOM:532627,51.1,Severe ESG Risk,637
"JAKKS Pacific, Inc.",NAS:JAKK,13.6,Low ESG Risk,637
Jalles Machado SA,BSP:JALL3,35.1,High ESG Risk,637
JAMCO Corp.,TKS:7408,39.5,High ESG Risk,637
James Fisher & Sons Plc,LON:FSJ,19,Low ESG Risk,637
James Halstead Plc,LON:JHD,28.1,Medium ESG Risk,638
James Hardie Industries Plc,ASX:JHX,28.2,Medium ESG Risk,638
James River Group Holdings Ltd.,NAS:JRVR,38.4,High ESG Risk,638
Jamf Holding Corp.,NAS:JAMF,18.8,Low ESG Risk,638
"Jamieson Wellness, Inc.",TSE:JWEL,34.7,High ESG Risk,638
Jamjoom Pharmaceuticals Factory Co.,SAU:4015,37.8,High ESG Risk,638
Jammu & Kashmir Bank Ltd.,BOM:532209,28.7,Medium ESG Risk,638
Jamna Auto Industries Ltd.,BOM:520051,21.8,Medium ESG Risk,638
Janus Henderson Group Plc,NYS:JHG,16.8,Low ESG Risk,638
"Janus International Group, Inc.",NYS:JBI,32,High ESG Risk,638
"Janux Therapeutics, Inc.",NAS:JANX,28.8,Medium ESG Risk,639
"Japan Airlines Co., Ltd.",TKS:9201,27.7,Medium ESG Risk,639
"Japan Airport Terminal Co., Ltd.",TKS:9706,25,Medium ESG Risk,639
Japan Aviation Electronics Industry Ltd.,TKS:6807,22.8,Medium ESG Risk,639
Japan Bank for International Cooperation,-,15.1,Low ESG Risk,639
"Japan Display, Inc.",TKS:6740,24,Medium ESG Risk,639
"Japan Elevator Service Holdings Co., Ltd.",TKS:6544,37.9,High ESG Risk,639
"Japan Excellent, Inc.",TKS:8987,16.3,Low ESG Risk,639
"Japan Exchange Group, Inc.",TKS:8697,19.3,Low ESG Risk,639
Japan Expressway Holding & Debt Repayment Agency,-,29.6,Medium ESG Risk,639
Japan Finance Corp.,-,26.1,Medium ESG Risk,640
Japan Hotel REIT Investment Corp.,TKS:8985,17.1,Low ESG Risk,640
Japan Housing Finance Agency,-,24.9,Medium ESG Risk,640
Japan International Cooperation Agency,-,25.7,Medium ESG Risk,640
"Japan Lifeline Co., Ltd.",TKS:7575,18.2,Low ESG Risk,640
"Japan Logistics Fund, Inc.",TKS:8967,12.9,Low ESG Risk,640
"Japan Material Co., Ltd.",TKS:6055,20,Low ESG Risk,640
"Japan Medical Dynamic Marketing, Inc.",TKS:7600,17,Low ESG Risk,640
Japan Metropolitan Fund Investment Corp.,TKS:8953,14.4,Low ESG Risk,640
"Japan Petroleum Exploration Co., Ltd.",TKS:1662,35.6,High ESG Risk,640
"Japan Post Bank Co., Ltd.",TKS:7182,20.4,Medium ESG Risk,641
"Japan Post Holdings Co., Ltd.",TKS:6178,24.4,Medium ESG Risk,641
"JAPAN POST INSURANCE Co., Ltd.",TKS:7181,24.9,Medium ESG Risk,641
Japan Prime Realty Investment Corp.,TKS:8955,13.8,Low ESG Risk,641
"Japan Pulp & Paper Co., Ltd.",TKS:8032,28.6,Medium ESG Risk,641
"Japan Railway Construction, Transport & Technology Agency",-,13.2,Low ESG Risk,641
Japan Real Estate Investment Corp.,TKS:8952,11.4,Low ESG Risk,641
"Japan Securities Finance Co., Ltd.",TKS:8511,33.3,High ESG Risk,641
"Japan Tobacco, Inc.",TKS:2914,29.2,Medium ESG Risk,641
Japan Transcity Corp.,TKS:9310,26.1,Medium ESG Risk,641
Jardine Cycle & Carriage Ltd.,SES:C07,32.2,High ESG Risk,642
Jardine Matheson Holdings Ltd.,SES:J36,36.2,High ESG Risk,642
Jarir Marketing Co.,SAU:4190,19.7,Low ESG Risk,642
Jasmine International Public Co. Ltd.,BKK:JAS,33.9,High ESG Risk,642
Jasmine Technology Solution Public Co. Ltd.,BKK:JTS,30.4,High ESG Risk,642
"Jason Furniture (Hangzhou) Co., Ltd.",SHG:603816,18.2,Low ESG Risk,642
Jastrzebska Spólka Weglowa SA,WAR:JSW,39.5,High ESG Risk,642
