company_name,ticker,esg_score,risk_level,page_number,exchange,clean_ticker,risk_category
"Clearwater Analytics Holdings, Inc.",NYS:CWAN,26.3,Medium ESG Risk,274,NYS,CWAN,Medium Risk
Clearwater Paper Corp.,NYS:CLW,22.5,Medium ESG Risk,274,NYS,CLW,Medium Risk
"Clearway Energy, Inc.",NYS:CWEN,41.6,Severe ESG Risk,275,NYS,CWEN,High Risk
"Cleveland-Cliffs, Inc.",NYS:CLF,36.6,High ESG Risk,275,NYS,CLF,High Risk
"Climb Global Solutions, Inc.",NAS:CLMB,13.1,Low ESG Risk,275,NAS,CLMB,Low Risk
"Clipper Realty, Inc.",NYS:CLPR,24.6,Medium ESG Risk,276,NYS,CLPR,Medium Risk
"Cloudflare, Inc.",NYS:NET,23.9,Medium ESG Risk,276,NYS,NET,Medium Risk
Clover Health Investments Corp.,NAS:CLOV,32.7,High ESG Risk,276,NAS,CLOV,High Risk
"CME Group, Inc.",NAS:CME,17.1,Low ESG Risk,277,NAS,CME,Low Risk
CMS Energy Corp.,NYS:CMS,20.3,Medium ESG Risk,278,NYS,CMS,Medium Risk
CNA Financial Corp.,NYS:CNA,28.9,Medium ESG Risk,278,NYS,CNA,Medium Risk
CNB Financial Corp. (Pennsylvania),NAS:CCNE,31.0,High ESG Risk,278,NAS,CCNE,High Risk
CNH Industrial NV,NYS:CNH,13.7,Low ESG Risk,279,NYS,CNH,Low Risk
"CNO Financial Group, Inc.",NYS:CNO,21.7,Medium ESG Risk,279,NYS,CNO,Medium Risk
CNX Resources Corp.,NYS:CNX,44.3,Severe ESG Risk,280,NYS,CNX,High Risk
Coastal Financial Corp. (Washington),NAS:CCB,38.7,High ESG Risk,281,NAS,CCB,High Risk
"Coca-Cola Consolidated, Inc.",NAS:COKE,39.6,High ESG Risk,281,NAS,COKE,High Risk
Coca-Cola Europacific Partners plc,NAS:CCEP,13.6,Low ESG Risk,281,NAS,CCEP,Low Risk
"Codexis, Inc.",NAS:CDXS,38.4,High ESG Risk,282,NAS,CDXS,High Risk
"Coeur Mining, Inc.",NYS:CDE,32.0,High ESG Risk,282,NYS,CDE,High Risk
"Cogent Biosciences, Inc.",NAS:COGT,30.5,High ESG Risk,283,NAS,COGT,High Risk
"Cogent Communications Holdings, Inc.",NAS:CCOI,30.3,High ESG Risk,283,NAS,CCOI,High Risk
Cognex Corp.,NAS:CGNX,9.9,Negligible ESG Risk,283,NAS,CGNX,Low Risk
Cognizant Technology Solutions Corp.,NAS:CTSH,15.2,Low ESG Risk,284,NAS,CTSH,Low Risk
"Cohen & Steers, Inc. (New York)",NYS:CNS,26.2,Medium ESG Risk,284,NYS,CNS,Medium Risk
Coherent Corp.,NYS:COHR,17.5,Low ESG Risk,284,NYS,COHR,Low Risk
"Coherus BioSciences, Inc.",NAS:CHRS,28.1,Medium ESG Risk,284,NAS,CHRS,Medium Risk
"Cohu, Inc.",NAS:COHU,16.4,Low ESG Risk,284,NAS,COHU,Low Risk
"Coinbase Global, Inc.",NAS:COIN,27.8,Medium ESG Risk,284,NAS,COIN,Medium Risk
Colgate-Palmolive Co.,NYS:CL,24.1,Medium ESG Risk,285,NYS,CL,Medium Risk
"Collegium Pharmaceutical, Inc.",NAS:COLL,29.4,Medium ESG Risk,285,NAS,COLL,Medium Risk
"Colony Bankcorp, Inc.",NAS:CBAN,27.8,Medium ESG Risk,285,NAS,CBAN,Medium Risk
"Columbia Banking System, Inc.",NAS:COLB,27.7,Medium ESG Risk,286,NAS,COLB,Medium Risk
"Columbia Financial, Inc.",NAS:CLBK,29.5,Medium ESG Risk,286,NAS,CLBK,Medium Risk
Columbia Sportswear Co.,NAS:COLM,14.5,Low ESG Risk,286,NAS,COLM,Low Risk
Columbus McKinnon Corp.,NAS:CMCO,26.6,Medium ESG Risk,286,NAS,CMCO,Medium Risk
Comcast Corp.,NAS:CMCSA,22.1,Medium ESG Risk,287,NAS,CMCSA,Medium Risk
"Comerica, Inc.",NYS:CMA,25.0,Medium ESG Risk,287,NYS,CMA,Medium Risk
"Comfort Systems USA, Inc.",NYS:FIX,35.1,High ESG Risk,287,NYS,FIX,High Risk
"Commerce Bancshares, Inc. (Missouri)",NAS:CBSH,23.2,Medium ESG Risk,288,NAS,CBSH,Medium Risk
Commercial Metals Co.,NYS:CMC,25.9,Medium ESG Risk,288,NYS,CMC,Medium Risk
"Commercial Vehicle Group, Inc.",NAS:CVGI,29.3,Medium ESG Risk,288,NAS,CVGI,Medium Risk
"CommScope Holding Co., Inc.",NAS:COMM,13.6,Low ESG Risk,289,NAS,COMM,Low Risk
"Community Bank System, Inc.",NYS:CBU,24.5,Medium ESG Risk,289,NYS,CBU,Medium Risk
"Community Health Systems, Inc.",NYS:CYH,34.2,High ESG Risk,289,NYS,CYH,High Risk
"Community Healthcare Trust, Inc.",NYS:CHCT,17.6,Low ESG Risk,289,NYS,CHCT,Low Risk
"Community Trust Bancorp, Inc. (Kentucky)",NAS:CTBI,31.9,High ESG Risk,289,NAS,CTBI,High Risk
Community West Bancshares,NAS:CWBC,26.5,Medium ESG Risk,289,NAS,CWBC,Medium Risk
"Commvault Systems, Inc.",NAS:CVLT,15.5,Low ESG Risk,289,NAS,CVLT,Low Risk
Compass Diversified Holdings,NYS:CODI,30.5,High ESG Risk,291,NYS,CODI,High Risk
"Compass Minerals International, Inc.",NYS:CMP,32.3,High ESG Risk,292,NYS,CMP,High Risk
"Compass Therapeutics, Inc.",NAS:CMPX,33.9,High ESG Risk,292,NAS,CMPX,High Risk
"Compass, Inc. (New York)",NYS:COMP.EQ,24.7,Medium ESG Risk,292,NYS,COMP.EQ,Medium Risk
"CompoSecure, Inc.",NAS:CMPO,25.8,Medium ESG Risk,292,NAS,CMPO,Medium Risk
"Comstock Resources, Inc.",NYS:CRK,45.0,Severe ESG Risk,293,NYS,CRK,High Risk
Comtech Telecommunications Corp.,NAS:CMTL,22.4,Medium ESG Risk,293,NAS,CMTL,Medium Risk
"Conagra Brands, Inc.",NYS:CAG,26.8,Medium ESG Risk,293,NYS,CAG,Medium Risk
Concentrix Corp.,NAS:CNXC,14.3,Low ESG Risk,294,NAS,CNXC,Low Risk
"Concrete Pumping Holdings, Inc.",NAS:BBCP,44.3,Severe ESG Risk,294,NAS,BBCP,High Risk
"Conduent, Inc.",NAS:CNDT,21.9,Medium ESG Risk,295,NAS,CNDT,Medium Risk
"Confluent, Inc.",NAS:CFLT,17.9,Low ESG Risk,295,NAS,CFLT,Low Risk
CONMED Corp.,NYS:CNMD,27.6,Medium ESG Risk,295,NYS,CNMD,Medium Risk
"ConnectOne Bancorp, Inc.",NAS:CNOB,34.1,High ESG Risk,295,NAS,CNOB,High Risk
ConocoPhillips,NYS:COP,33.1,High ESG Risk,295,NYS,COP,High Risk
"Consensus Cloud Solutions, Inc.",NAS:CCSI,24.2,Medium ESG Risk,296,NAS,CCSI,Medium Risk
"CONSOL Energy, Inc.",NYS:CEIX,42.3,Severe ESG Risk,296,NYS,CEIX,High Risk
"Consolidated Communications Holdings, Inc.",NAS:CNSL,35.6,High ESG Risk,296,NAS,CNSL,High Risk
"Consolidated Edison, Inc.",NYS:ED,21.1,Medium ESG Risk,296,NYS,ED,Medium Risk
Consolidated Water Co. Ltd.,NAS:CWCO,35.5,High ESG Risk,296,NAS,CWCO,High Risk
"Constellation Brands, Inc.",NYS:STZ,26.4,Medium ESG Risk,296,NYS,STZ,Medium Risk
Constellation Energy Corp.,NAS:CEG,28.5,Medium ESG Risk,296,NAS,CEG,Medium Risk
Constellium SE,NYS:CSTM,21.8,Medium ESG Risk,297,NYS,CSTM,Medium Risk
"Construction Partners, Inc.",NAS:ROAD,51.1,Severe ESG Risk,297,NAS,ROAD,High Risk
"Consumer Portfolio Services, Inc.",NAS:CPSS,31.7,High ESG Risk,297,NAS,CPSS,High Risk
"ContextLogic, Inc.",NAS:LOGC,24.2,Medium ESG Risk,298,NAS,LOGC,Medium Risk
"Cooper-Standard Holdings, Inc.",NYS:CPS,16.0,Low ESG Risk,299,NYS,CPS,Low Risk
Copa Holdings SA,NYS:CPA,30.8,High ESG Risk,299,NYS,CPA,High Risk
"Copart, Inc.",NAS:CPRT,15.7,Low ESG Risk,300,NAS,CPRT,Low Risk
COPT Defense Properties,NYS:CDP,10.7,Low ESG Risk,300,NYS,CDP,Low Risk
"Corcept Therapeutics, Inc.",NAS:CORT,28.1,Medium ESG Risk,300,NAS,CORT,Medium Risk
"Core & Main, Inc.",NYS:CNM,19.8,Low ESG Risk,300,NYS,CNM,Low Risk
Core Laboratories Inc.,NYS:CLB,40.9,Severe ESG Risk,300,NYS,CLB,High Risk
CoreCard Corp.,NYS:CCRD,25.6,Medium ESG Risk,301,NYS,CCRD,Medium Risk
"CoreCivic, Inc.",NYS:CXW,27.5,Medium ESG Risk,301,NYS,CXW,Medium Risk
"CorMedix, Inc.",NAS:CRMD,29.3,Medium ESG Risk,301,NAS,CRMD,Medium Risk
"Corning, Inc.",NYS:GLW,16.7,Low ESG Risk,301,NYS,GLW,Low Risk
"Corpay, Inc.",NYS:CPAY,22.5,Medium ESG Risk,302,NYS,CPAY,Medium Risk
"Corsair Gaming, Inc.",NAS:CRSR,25.1,Medium ESG Risk,303,NAS,CRSR,Medium Risk
"Corteva, Inc.",NYS:CTVA,33.8,High ESG Risk,303,NYS,CTVA,High Risk
CorVel Corp.,NAS:CRVL,20.7,Medium ESG Risk,303,NAS,CRVL,Medium Risk
"Costamare, Inc.",NYS:CMRE,24.9,Medium ESG Risk,305,NYS,CMRE,Medium Risk
"CoStar Group, Inc.",NAS:CSGP,21.2,Medium ESG Risk,305,NAS,CSGP,Medium Risk
Costco Wholesale Corp.,NAS:COST,29.1,Medium ESG Risk,305,NAS,COST,Medium Risk
"Coterra Energy, Inc.",NYS:CTRA,32.7,High ESG Risk,305,NYS,CTRA,High Risk
Coty Inc.,NYS:COTY,23.9,Medium ESG Risk,306,NYS,COTY,Medium Risk
"Couchbase, Inc.",NAS:BASE,21.9,Medium ESG Risk,306,NAS,BASE,Medium Risk
"Coupang, Inc.",NYS:CPNG,26.0,Medium ESG Risk,306,NYS,CPNG,Medium Risk
"Coursera, Inc.",NYS:COUR,19.6,Low ESG Risk,306,NYS,COUR,Low Risk
"Cousins Properties, Inc.",NYS:CUZ,10.3,Low ESG Risk,306,NYS,CUZ,Low Risk
"Covenant Logistics Group, Inc.",NYS:CVLG,20.4,Medium ESG Risk,306,NYS,CVLG,Medium Risk
"CPI Card Group, Inc.",NAS:PMTS,19.4,Low ESG Risk,308,NAS,PMTS,Low Risk
"CRA International, Inc.",NAS:CRAI,19.1,Low ESG Risk,308,NAS,CRAI,Low Risk
"Cracker Barrel Old Country Store, Inc.",NAS:CBRL,25.4,Medium ESG Risk,308,NAS,CBRL,Medium Risk
Crawford & Co.,NYS:CRD.B,23.3,Medium ESG Risk,309,NYS,CRD.B,Medium Risk
Credicorp Ltd.,NYS:BAP,21.2,Medium ESG Risk,310,NYS,BAP,Medium Risk
Credit Acceptance Corp.,NAS:CACC,25.4,Medium ESG Risk,310,NAS,CACC,Medium Risk
Credo Technology Group Holding Ltd.,NAS:CRDO,24.1,Medium ESG Risk,311,NAS,CRDO,Medium Risk
Crescent Energy Co.,NYS:CRGY,43.2,Severe ESG Risk,311,NYS,CRGY,High Risk
CRH Plc,NYS:CRH,19.0,Low ESG Risk,312,NYS,CRH,Low Risk
"Cricut, Inc.",NAS:CRCT,19.8,Low ESG Risk,312,NAS,CRCT,Low Risk
"Crinetics Pharmaceuticals, Inc.",NAS:CRNX,38.7,High ESG Risk,312,NAS,CRNX,High Risk
CRISPR Therapeutics AG,NAS:CRSP,25.4,Medium ESG Risk,312,NAS,CRSP,Medium Risk
Criteo SA,NAS:CRTO,16.3,Low ESG Risk,312,NAS,CRTO,Low Risk
"Crocs, Inc.",NAS:CROX,15.3,Low ESG Risk,312,NAS,CROX,Low Risk
"Cross Country Healthcare, Inc.",NAS:CCRN,19.3,Low ESG Risk,313,NAS,CCRN,Low Risk
"CrossFirst Bankshares, Inc.",NAS:CFB,27.7,Medium ESG Risk,313,NAS,CFB,Medium Risk
"CrowdStrike Holdings, Inc.",NAS:CRWD,17.8,Low ESG Risk,313,NAS,CRWD,Low Risk
"Crown Castle, Inc.",NYS:CCI,12.0,Low ESG Risk,313,NYS,CCI,Low Risk
"Crown Holdings, Inc.",NYS:CCK,9.1,Negligible ESG Risk,314,NYS,CCK,Low Risk
"CryoPort, Inc.",NAS:CYRX,24.9,Medium ESG Risk,314,NAS,CYRX,Medium Risk
"CS Disco, Inc.",NYS:LAW,23.9,Medium ESG Risk,314,NYS,LAW,Medium Risk
"CSG Systems International, Inc.",NAS:CSGS,16.2,Low ESG Risk,314,NAS,CSGS,Low Risk
